#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Actinobacteria bacterium 66_15	Bacteria	Terrabacteria group	Actinobacteria	2.22809	-	-	-	1
Actinobacteria bacterium BACL15 MAG-120619-bin91	Bacteria	Terrabacteria group	Actinobacteria	1.21442	-	-	-	1
Actinobacteria bacterium BACL15 MAG-120823-bin78	Bacteria	Terrabacteria group	Actinobacteria	1.00109	-	-	-	1
Actinobacteria bacterium BACL2 MAG-120507-bin38	Bacteria	Terrabacteria group	Actinobacteria	0.994061	-	-	-	1
Actinobacteria bacterium BACL2 MAG-120802-bin41	Bacteria	Terrabacteria group	Actinobacteria	1.10106	-	-	-	1
Actinobacteria bacterium BACL2 MAG-120813-bin23	Bacteria	Terrabacteria group	Actinobacteria	1.15663	-	-	-	1
Actinobacteria bacterium BACL2 MAG-120820-bin50	Bacteria	Terrabacteria group	Actinobacteria	1.09105	-	-	-	1
Actinobacteria bacterium BACL2 MAG-120920-bin34	Bacteria	Terrabacteria group	Actinobacteria	1.13972	-	-	-	1
Actinobacteria bacterium BACL2 MAG-121001-bin67	Bacteria	Terrabacteria group	Actinobacteria	1.04396	-	-	-	1
Actinobacteria bacterium BACL2 MAG-121220-bin52	Bacteria	Terrabacteria group	Actinobacteria	0.97901	-	-	-	1
Actinobacteria bacterium BACL4 MAG-120507-bin0	Bacteria	Terrabacteria group	Actinobacteria	1.21943	-	-	-	1
Actinobacteria bacterium BACL4 MAG-120813-bin39	Bacteria	Terrabacteria group	Actinobacteria	0.594391	-	-	-	1
Actinobacteria bacterium BACL4 MAG-120820-bin23	Bacteria	Terrabacteria group	Actinobacteria	1.12784	-	-	-	1
Actinobacteria bacterium BACL4 MAG-120920-bin74	Bacteria	Terrabacteria group	Actinobacteria	1.081	-	-	-	1
Actinobacteria bacterium BACL4 MAG-121001-bin59	Bacteria	Terrabacteria group	Actinobacteria	1.12138	-	-	-	1
Actinobacteria bacterium BACL4 MAG-121022-bin9	Bacteria	Terrabacteria group	Actinobacteria	0.924837	-	-	-	1
Actinobacteria bacterium Ga0077541	Bacteria	Terrabacteria group	Actinobacteria	3.15547	-	-	-	1
Actinobacteria bacterium Ga0077560	Bacteria	Terrabacteria group	Actinobacteria	3.79766	-	-	-	1
Actinobacteria bacterium IMCC26207	Bacteria	Terrabacteria group	Actinobacteria	3.3168	-	-	-	1
Actinobacteria bacterium IMCC26256	Bacteria	Terrabacteria group	Actinobacteria	2.46186	1	-	-	1
Actinobacteria bacterium OK006	Bacteria	Terrabacteria group	Actinobacteria	11.9327	-	-	-	1
Actinobacteria bacterium OK074	Bacteria	Terrabacteria group	Actinobacteria	10.6681	-	-	-	1
Actinobacteria bacterium OV320	Bacteria	Terrabacteria group	Actinobacteria	10.1386	-	-	-	1
Actinobacteria bacterium OV450	Bacteria	Terrabacteria group	Actinobacteria	9.20205	-	-	-	1
Actinobacteria bacterium REDSEA-S36_B12	Bacteria	Terrabacteria group	Actinobacteria	1.37003	-	-	-	1
Actinobacteria bacterium SCGC AG-212-D09	Bacteria	Terrabacteria group	Actinobacteria	0.70961	-	-	-	1
Actinobacteria bacterium UC5.1-1B11	Bacteria	Terrabacteria group	Actinobacteria	2.06966	-	-	-	1
Actinobacteria bacterium UC5.1-1C2	Bacteria	Terrabacteria group	Actinobacteria	2.31848	-	-	-	1
Actinobacteria bacterium casp-actino1	Bacteria	Terrabacteria group	Actinobacteria	2.52183	-	-	-	1
Actinobacteria bacterium casp-actino10	Bacteria	Terrabacteria group	Actinobacteria	0.244964	-	-	-	1
Actinobacteria bacterium casp-actino11	Bacteria	Terrabacteria group	Actinobacteria	0.261329	-	-	-	1
Actinobacteria bacterium casp-actino12	Bacteria	Terrabacteria group	Actinobacteria	2.12584	-	-	-	1
Actinobacteria bacterium casp-actino2	Bacteria	Terrabacteria group	Actinobacteria	1.57097	-	-	-	1
Actinobacteria bacterium casp-actino3	Bacteria	Terrabacteria group	Actinobacteria	0.43581	-	-	-	1
Actinobacteria bacterium casp-actino4	Bacteria	Terrabacteria group	Actinobacteria	0.472696	-	-	-	1
Actinobacteria bacterium casp-actino5	Bacteria	Terrabacteria group	Actinobacteria	1.8979	-	-	-	1
Actinobacteria bacterium casp-actino6	Bacteria	Terrabacteria group	Actinobacteria	2.04761	-	-	-	1
Actinobacteria bacterium casp-actino7	Bacteria	Terrabacteria group	Actinobacteria	0.305524	-	-	-	1
Actinobacteria bacterium casp-actino8	Bacteria	Terrabacteria group	Actinobacteria	1.00698	-	-	-	1
Actinobacteria bacterium casp-actino9	Bacteria	Terrabacteria group	Actinobacteria	5.67122	-	-	-	1
Actinobaculum	Bacteria	Terrabacteria group	Actinobacteria	2.36601	-	-	-	1
Actinobaculum massiliense	Bacteria	Terrabacteria group	Actinobacteria	2.03202	-	-	-	2
Actinobaculum suis	Bacteria	Terrabacteria group	Actinobacteria	2.35866	-	-	-	3
Actinocatenispora sera	Bacteria	Terrabacteria group	Actinobacteria	6.94724	-	-	-	1
Actinokineospora enzanensis	Bacteria	Terrabacteria group	Actinobacteria	8.11986	-	-	-	1
Actinokineospora inagensis	Bacteria	Terrabacteria group	Actinobacteria	7.27876	-	-	-	1
Actinokineospora spheciospongiae	Bacteria	Terrabacteria group	Actinobacteria	7.52948	-	-	-	1
Actinomadura atramentaria	Bacteria	Terrabacteria group	Actinobacteria	6.71058	-	-	-	1
Actinomadura chibensis	Bacteria	Terrabacteria group	Actinobacteria	9.40889	-	-	-	1
Actinomadura flavalba	Bacteria	Terrabacteria group	Actinobacteria	6.16778	-	-	-	1
Actinomadura formosensis	Bacteria	Terrabacteria group	Actinobacteria	7.07973	-	-	-	1
Actinomadura hibisca	Bacteria	Terrabacteria group	Actinobacteria	9.02397	-	-	-	1
Actinomadura kijaniata	Bacteria	Terrabacteria group	Actinobacteria	10.2589	-	-	-	1
Actinomadura latina	Bacteria	Terrabacteria group	Actinobacteria	7.86765	-	-	-	1
Actinomadura macra	Bacteria	Terrabacteria group	Actinobacteria	9.04635	-	-	-	1
Actinomadura madurae	Bacteria	Terrabacteria group	Actinobacteria	10.3089	-	-	-	2
Actinomadura oligospora	Bacteria	Terrabacteria group	Actinobacteria	9.35366	-	-	-	1
Actinomadura rifamycini	Bacteria	Terrabacteria group	Actinobacteria	8.38543	-	-	-	1
Actinomadura rubrobrunea	Bacteria	Terrabacteria group	Actinobacteria	6.72417	-	-	-	1
Actinomucor elegans	Eukaryota	Fungi	Other Fungi	34.1712	-	-	-	1
Actinomyces	Bacteria	Terrabacteria group	Actinobacteria	2.45835	1	-	-	23
Actinomyces cardiffensis	Bacteria	Terrabacteria group	Actinobacteria	2.21485	-	-	-	1
Actinomyces coleocanis	Bacteria	Terrabacteria group	Actinobacteria	1.72384	-	-	-	1
Actinomyces dentalis	Bacteria	Terrabacteria group	Actinobacteria	3.53139	-	-	-	1
Actinomyces europaeus	Bacteria	Terrabacteria group	Actinobacteria	1.90671	-	-	-	1
Actinomyces georgiae	Bacteria	Terrabacteria group	Actinobacteria	2.49802	-	-	-	2
Actinomyces gerencseriae	Bacteria	Terrabacteria group	Actinobacteria	3.42002	-	-	-	1
Actinomyces graevenitzii	Bacteria	Terrabacteria group	Actinobacteria	2.20573	-	-	-	2
Actinomyces israelii	Bacteria	Terrabacteria group	Actinobacteria	4.02577	-	-	-	1
Actinomyces johnsonii	Bacteria	Terrabacteria group	Actinobacteria	3.32771	-	-	-	2
Actinomyces massiliensis	Bacteria	Terrabacteria group	Actinobacteria	3.37103	-	-	-	2
Actinomyces meyeri	Bacteria	Terrabacteria group	Actinobacteria	2.04909	1	-	-	1
Actinomyces naeslundii	Bacteria	Terrabacteria group	Actinobacteria	3.11434	-	-	-	1
Actinomyces neuii	Bacteria	Terrabacteria group	Actinobacteria	2.14371	-	-	-	3
Actinomyces odontolyticus	Bacteria	Terrabacteria group	Actinobacteria	2.39396	-	-	-	3
Actinomyces oris	Bacteria	Terrabacteria group	Actinobacteria	3.04292	1	-	-	3
Actinomyces phage Av-1	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.017171	1	-	-	1
Actinomyces radicidentis	Bacteria	Terrabacteria group	Actinobacteria	3.05161	1	-	-	1
Actinomyces slackii	Bacteria	Terrabacteria group	Actinobacteria	3.17109	-	-	-	1
Actinomyces suimastitidis	Bacteria	Terrabacteria group	Actinobacteria	2.29413	-	-	-	1
Actinomyces timonensis	Bacteria	Terrabacteria group	Actinobacteria	2.93294	-	-	-	1
Actinomyces turicensis	Bacteria	Terrabacteria group	Actinobacteria	1.96775	-	-	-	1
Actinomyces urogenitalis	Bacteria	Terrabacteria group	Actinobacteria	2.70281	-	-	-	4
Actinomyces vaccimaxillae	Bacteria	Terrabacteria group	Actinobacteria	2.33843	-	-	-	1
Actinomyces viscosus	Bacteria	Terrabacteria group	Actinobacteria	3.1345	-	-	-	1
Actinomycetaceae bacterium BA112	Bacteria	Terrabacteria group	Actinobacteria	2.52483	-	-	-	1
Actinomycetales bacterium Actino_01	Bacteria	Terrabacteria group	Actinobacteria	3.55454	-	-	-	1
Actinomycetales bacterium Actino_02	Bacteria	Terrabacteria group	Actinobacteria	3.05313	-	-	-	1
Actinomycetales bacterium Ga0077552	Bacteria	Terrabacteria group	Actinobacteria	2.291	-	-	-	1
Actinomycetospora chiangmaiensis	Bacteria	Terrabacteria group	Actinobacteria	5.86108	-	-	-	1
Actinoplanes	Bacteria	Terrabacteria group	Actinobacteria	9.22805	1	-	-	3
Actinoplanes awajinensis	Bacteria	Terrabacteria group	Actinobacteria	11.3927	-	-	-	1
Actinoplanes friuliensis	Bacteria	Terrabacteria group	Actinobacteria	9.37607	1	-	-	1
Actinoplanes globisporus	Bacteria	Terrabacteria group	Actinobacteria	10.9885	-	-	-	1
Actinoplanes liguriensis	Bacteria	Terrabacteria group	Actinobacteria	12.4463	-	-	-	1
Actinoplanes missouriensis	Bacteria	Terrabacteria group	Actinobacteria	8.77347	1	-	-	1
Actinoplanes phage phiAsp2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.058638	1	-	-	1
Actinoplanes rectilineatus	Bacteria	Terrabacteria group	Actinobacteria	10.3203	-	-	-	1
Actinoplanes subtropicus	Bacteria	Terrabacteria group	Actinobacteria	11.2573	-	-	-	1
Actinoplanes utahensis	Bacteria	Terrabacteria group	Actinobacteria	9.48984	-	-	-	1
Actinopolymorpha alba	Bacteria	Terrabacteria group	Actinobacteria	7.98371	-	-	-	1
Actinopolyspora erythraea	Bacteria	Terrabacteria group	Actinobacteria	5.3599	-	-	-	1
Actinopolyspora halophila	Bacteria	Terrabacteria group	Actinobacteria	5.35329	-	-	-	1
Actinopolyspora mortivallis	Bacteria	Terrabacteria group	Actinobacteria	4.23335	-	-	-	1
Actinospica acidiphila	Bacteria	Terrabacteria group	Actinobacteria	7.30927	-	-	-	1
Actinospica robiniae	Bacteria	Terrabacteria group	Actinobacteria	9.91889	-	-	-	1
Actinosynnema mirum	Bacteria	Terrabacteria group	Actinobacteria	8.24814	1	-	-	1
Actinosynnema pretiosum	Bacteria	Terrabacteria group	Actinobacteria	7.96532	-	-	-	1
Actinotalea fermentans	Bacteria	Terrabacteria group	Actinobacteria	3.61774	-	-	-	2
Actinotalea ferrariae	Bacteria	Terrabacteria group	Actinobacteria	3.98708	-	-	-	1
Actinotignum schaalii	Bacteria	Terrabacteria group	Actinobacteria	2.15931	1	-	-	3
Actinotignum urinale	Bacteria	Terrabacteria group	Actinobacteria	1.92034	-	-	-	1
Acute bee paralysis virus	Viruses	ssRNA viruses	Dicistroviridae	0.009491	1	-	-	1
Acyrthosiphon pisum	Eukaryota	Animals	Insects	541.692	-	1	-	1
Acyrthosiphon pisum virus	Viruses	ssRNA viruses	unclassified	0.010035	1	-	-	1
Acytostelium subglobosum	Eukaryota	Protists	Other Protists	31.003	-	-	-	1
Adelaide River virus	Viruses	ssRNA viruses	Rhabdoviridae	0.014627	1	-	-	1
Adelie penguin polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.004988	1	-	-	1
Adeno-associated virus - 1	Viruses	ssDNA viruses	Parvoviridae	0.004718	1	-	-	1
Adeno-associated virus - 2	Viruses	ssDNA viruses	Parvoviridae	0.004679	1	-	-	1
Adeno-associated virus - 3	Viruses	ssDNA viruses	Parvoviridae	0.004726	1	-	-	1
Adeno-associated virus - 4	Viruses	ssDNA viruses	Parvoviridae	0.004767	1	-	-	1
Adeno-associated virus - 5	Viruses	ssDNA viruses	Parvoviridae	0.004642	1	-	-	1
Adeno-associated virus - 7	Viruses	ssDNA viruses	Parvoviridae	0.004721	1	-	-	1
Adeno-associated virus - 8	Viruses	ssDNA viruses	Parvoviridae	0.004393	1	-	-	1
Adhaeribacter aquaticus	Bacteria	FCB group	Bacteroidetes/Chlorobi group	5.16809	-	-	-	1
Adineta vaga	Eukaryota	Animals	Other Animals	217.934	-	-	-	1
Adlercreutzia equolifaciens	Bacteria	Terrabacteria group	Actinobacteria	2.86253	1	-	-	1
Adoxophyes honmai entomopoxvirus 'L'	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.22875	1	-	-	1
Adoxophyes honmai nucleopolyhedrovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.11322	1	-	-	1
Adoxophyes orana granulovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.099657	1	-	-	1
Adoxophyes orana nucleopolyhedrovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.111724	1	-	-	1
Adult diarrheal rotavirus strain J19	Viruses	dsRNA viruses	Reoviridae	0.017961	11	-	-	1
Advenella kashmirensis	Bacteria	Proteobacteria	Betaproteobacteria	4.84603	1	-	1	2
Advenella mimigardefordensis	Bacteria	Proteobacteria	Betaproteobacteria	4.76413	1	-	1	1
Aedes aegypti	Eukaryota	Animals	Insects	1383.96	-	-	-	2
Aedes albopictus	Eukaryota	Animals	Insects	1923.48	-	-	-	2
Aedes flavivirus	Viruses	ssRNA viruses	Flaviviridae	0.011064	1	-	-	1
Aedes pseudoscutellaris reovirus	Viruses	dsRNA viruses	Reoviridae	0.023147	9	-	-	1
Aegilops tauschii	Eukaryota	Plants	Land Plants	3313.65	-	-	-	1
Aequorivita capsosiphonis	Bacteria	FCB group	Bacteroidetes/Chlorobi group	4.0429	-	-	-	1
Aequorivita sublithincola	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.52067	1	-	-	1
Aeribacillus pallidus	Bacteria	Terrabacteria group	Firmicutes	4.98586	-	-	-	2
Aerococcus christensenii	Bacteria	Terrabacteria group	Firmicutes	1.58938	1	-	-	3
Aerococcus sanguinicola	Bacteria	Terrabacteria group	Firmicutes	2.03385	1	-	-	1
Aerococcus urinae	Bacteria	Terrabacteria group	Firmicutes	1.97426	1	-	-	4
Aerococcus urinaeequi	Bacteria	Terrabacteria group	Firmicutes	2.05433	1	-	-	3
Aerococcus urinaehominis	Bacteria	Terrabacteria group	Firmicutes	1.8314	1	-	-	1
Aerococcus viridans	Bacteria	Terrabacteria group	Firmicutes	2.19988	1	-	-	3
Aeromicrobium	Bacteria	Terrabacteria group	Actinobacteria	3.91917	-	-	-	13
Aeromicrobium erythreum	Bacteria	Terrabacteria group	Actinobacteria	3.62924	1	-	-	1
Aeromicrobium marinum	Bacteria	Terrabacteria group	Actinobacteria	3.07984	1	-	-	1
Aeromicrobium massiliense	Bacteria	Terrabacteria group	Actinobacteria	3.32212	-	-	-	2
Aeromonas	Bacteria	Proteobacteria	Gammaproteobacteria	4.84175	-	-	-	6
Aeromonas allosaccharophila	Bacteria	Proteobacteria	Gammaproteobacteria	4.70859	-	-	-	3
Aeromonas aquatica	Bacteria	Proteobacteria	Gammaproteobacteria	4.5823	-	-	-	1
Aeromonas australiensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.11003	-	-	-	1
Aeromonas bestiarum	Bacteria	Proteobacteria	Gammaproteobacteria	4.69082	-	-	-	1
Aeromonas bivalvium	Bacteria	Proteobacteria	Gammaproteobacteria	4.30259	-	-	-	1
Aeromonas caviae	Bacteria	Proteobacteria	Gammaproteobacteria	4.87779	-	-	-	11
Aeromonas dhakensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.87787	-	-	1	5
Aeromonas diversa	Bacteria	Proteobacteria	Gammaproteobacteria	4.06251	-	-	-	2
Aeromonas encheleia	Bacteria	Proteobacteria	Gammaproteobacteria	4.47253	-	-	-	1
Aeromonas enteropelogenes	Bacteria	Proteobacteria	Gammaproteobacteria	4.67835	-	-	-	4
Aeromonas eucrenophila	Bacteria	Proteobacteria	Gammaproteobacteria	4.54006	-	-	-	1
Aeromonas finlandiensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.71751	-	-	-	1
Aeromonas fluvialis	Bacteria	Proteobacteria	Gammaproteobacteria	3.90423	-	-	-	1
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	4.79628	1	-	4	48
Aeromonas jandaei	Bacteria	Proteobacteria	Gammaproteobacteria	4.67694	-	-	-	3
Aeromonas lacus	Bacteria	Proteobacteria	Gammaproteobacteria	4.39437	-	-	-	1
Aeromonas media	Bacteria	Proteobacteria	Gammaproteobacteria	4.78843	1	-	1	4
Aeromonas molluscorum	Bacteria	Proteobacteria	Gammaproteobacteria	4.23617	-	-	-	1
Aeromonas phage 25	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.161475	1	-	-	1
Aeromonas phage 31	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.172963	1	-	-	1
Aeromonas phage 44RR2.8t	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.173591	1	-	-	1
Aeromonas phage 65	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.235229	1	-	-	1
Aeromonas phage Aeh1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.233234	1	-	-	1
Aeromonas phage Aes012	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.161978	1	-	-	1
Aeromonas phage Aes508	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.160646	1	-	-	1
Aeromonas phage CC2	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.231743	1	-	-	1
Aeromonas phage PX29	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.222006	1	-	-	1
Aeromonas phage pAh6-C	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.053744	1	-	-	1
Aeromonas phage phiAS4	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.163875	1	-	-	1
Aeromonas phage phiAS5	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.225268	1	-	-	1
Aeromonas phage phiAS7	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.041572	1	-	-	1
Aeromonas phage phiO18P	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.033985	1	-	-	1
Aeromonas phage vB_AsaM-56	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.043551	1	-	-	1
Aeromonas piscicola	Bacteria	Proteobacteria	Gammaproteobacteria	5.17797	-	-	-	2
Aeromonas popoffii	Bacteria	Proteobacteria	Gammaproteobacteria	4.76247	-	-	-	1
Aeromonas rivuli	Bacteria	Proteobacteria	Gammaproteobacteria	4.53415	-	-	-	1
Aeromonas salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	5.04054	1	-	5	20
Aeromonas sanarellii	Bacteria	Proteobacteria	Gammaproteobacteria	4.1869	-	-	-	1
Aeromonas schubertii	Bacteria	Proteobacteria	Gammaproteobacteria	4.40003	1	-	-	3
Aeromonas simiae	Bacteria	Proteobacteria	Gammaproteobacteria	3.98769	-	-	-	1
Aeromonas sobria	Bacteria	Proteobacteria	Gammaproteobacteria	4.68367	-	-	-	1
Aeromonas taiwanensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.25089	-	-	-	2
Aeromonas tecta	Bacteria	Proteobacteria	Gammaproteobacteria	4.75522	-	-	-	1
Aeromonas veronii	Bacteria	Proteobacteria	Gammaproteobacteria	4.92301	1	-	1	34
Aerophobetes bacterium AeroCD12-1	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.27496	-	-	-	1
Aerophobetes bacterium JGI 0000014-A15	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.368019	-	-	-	1
Aerophobetes bacterium JGI 0000014-C22	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.428566	-	-	-	1
Aerophobetes bacterium SCGC AAA255-F10	Bacteria	unclassified Bacteria	Bacteria candidate phyla	1.26362	-	-	-	1
Aeropyrum camini	Archaea	TACK group	Crenarchaeota	1.59105	1	-	-	2
Aeropyrum pernix	Archaea	TACK group	Crenarchaeota	1.6697	1	-	-	1
Aeropyrum pernix ovoid virus 1	Viruses	dsDNA viruses, no RNA stage	Guttaviridae	0.013769	1	-	-	1
Aeropyrum pernix spindle-shaped virus 1	Viruses	unclassified archaeal viruses	unclassified	0.038049	1	-	-	1
Aestuariibacter salexigens	Bacteria	Proteobacteria	Gammaproteobacteria	3.78384	-	-	-	1
Aestuariimicrobium kwangyangense	Bacteria	Terrabacteria group	Actinobacteria	2.99015	-	-	-	1
Aestuariivita atlantica	Bacteria	Proteobacteria	Alphaproteobacteria	4.34264	-	-	-	1
Aestuariivita boseongensis	Bacteria	Proteobacteria	Alphaproteobacteria	3.94432	-	-	-	1
Aethionema arabicum	Eukaryota	Plants	Land Plants	192.488	-	-	-	1
Afifella pfennigii	Bacteria	Proteobacteria	Alphaproteobacteria	3.87259	-	-	-	1
Afipia	Bacteria	Proteobacteria	Alphaproteobacteria	4.79893	-	-	-	12
Afipia birgiae	Bacteria	Proteobacteria	Alphaproteobacteria	5.33415	-	-	-	1
Afipia broomeae	Bacteria	Proteobacteria	Alphaproteobacteria	5.26197	-	-	-	1
Afipia clevelandensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.39955	-	-	-	1
Afipia felis	Bacteria	Proteobacteria	Alphaproteobacteria	4.20329	-	-	-	2
Afipia massiliensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.50619	-	-	-	1
African bat icavirus A	Viruses	ssRNA viruses	Picornaviridae	0.008096	1	-	-	1
African cassava mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005503	2	-	-	1
African elephant polyomavirus 1	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005722	1	-	-	1
African green monkey polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.00527	1	-	-	1
African green monkey simian foamy virus	Viruses	Retro-transcribing viruses	Retroviridae	0.013111	1	-	-	1
African horse sickness virus	Viruses	dsRNA viruses	Reoviridae	0.019524	10	-	-	1
African oil palm ringspot virus	Viruses	ssRNA viruses	Betaflexiviridae	0.007781	1	-	-	1
African swine fever virus	Viruses	dsDNA viruses, no RNA stage	Asfarviridae	0.170101	1	-	-	1
Agaricus bisporus	Eukaryota	Fungi	Basidiomycetes	30.2337	-	-	-	2
Agarivorans albus	Bacteria	Proteobacteria	Gammaproteobacteria	4.73428	-	-	-	1
Agarivorans gilvus	Bacteria	Proteobacteria	Gammaproteobacteria	4.4166	1	-	-	1
Ageratum Yellow vein China virus - OX1	Viruses	ssDNA viruses	Geminiviridae	0.002739	1	-	-	1
Ageratum conyzoides associated symptomless alphasatellite	Viruses	Satellites	unclassified	0.001437	1	-	-	1
Ageratum conyzoides symptomless alphasatellite	Viruses	Satellites	unclassified	0.001381	1	-	-	1
Ageratum enation alphasatellite	Viruses	Satellites	unclassified	0.001378	1	-	-	1
Ageratum enation virus	Viruses	ssDNA viruses	Geminiviridae	0.002746	1	-	-	1
Ageratum latent virus	Viruses	ssRNA viruses	Bromoviridae	0.008577	3	-	-	1
Ageratum leaf curl Buea betasatellite	Viruses	Satellites	unclassified	0.001259	1	-	-	1
Ageratum leaf curl Cameroon alphasatellite	Viruses	Satellites	unclassified	0.001383	1	-	-	1
Ageratum leaf curl Cameroon betasatellite	Viruses	Satellites	unclassified	0.001389	1	-	-	1
Ageratum leaf curl Cameroon virus	Viruses	ssDNA viruses	Geminiviridae	0.002792	1	-	-	1
Ageratum leaf curl betasatellite	Viruses	Satellites	unclassified	0.001335	1	-	-	1
Ageratum leaf curl virus - [G52]	Viruses	ssDNA viruses	Geminiviridae	0.002735	1	-	-	1
Ageratum yellow leaf curl betasatellite	Viruses	Satellites	unclassified	0.001351	1	-	-	1
Ageratum yellow vein China alphasatellite	Viruses	Satellites	unclassified	0.001365	1	-	-	1
Ageratum yellow vein China betasatellite	Viruses	Satellites	unclassified	0.001323	1	-	-	1
Ageratum yellow vein China virus	Viruses	ssDNA viruses	Geminiviridae	0.002768	1	-	-	1
Ageratum yellow vein Hualian virus	Viruses	ssDNA viruses	Geminiviridae	0.002756	1	-	-	1
Ageratum yellow vein India alphasatellite	Viruses	Satellites	unclassified	0.001389	1	-	-	1
Ageratum yellow vein Singapore alphasatellite	Viruses	Satellites	unclassified	0.00136	1	-	-	1
