#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Plasmodium falciparum K1	5839	PRJNA20861	20861	Protists	Apicomplexans	13.2909	21.8	GCA_000150355.1	-	-	-	ABGV01	4772	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953703
Plasmodium falciparum FCC-2/Hainan	478862	PRJNA20859	20859	Protists	Apicomplexans	12.9639	23.5	GCA_000150375.1	-	-	-	ABGW01	4956	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953704
Plasmodium falciparum D10	478861	PRJNA20857	20857	Protists	Apicomplexans	13.3751	22.2	GCA_000150395.1	-	-	-	ABGX01	4471	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953705
Plasmodium falciparum D6	478860	PRJNA20853	20853	Protists	Apicomplexans	13.2165	22.4	GCA_000150415.1	-	-	-	ABGY01	5011	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953706
Plasmodium knowlesi strain H	5851	PRJEA28803	28803	Protists	Apicomplexans	23.4622	39.1684	GCA_000006355.1	14	-	-	-	14	5161	5102	2008/07/04	2015/01/22	Chromosome	Wellcome Trust Sanger Institute	SAMEA2272753
Plasmodium vivax	5855	PRJNA150	150	Protists	Apicomplexans	27.0137	42.2825	GCA_000002415.2	14	1	-	AAKM01	2748	5478	5392	2005/09/20	2009/11/11	Chromosome	TIGR	SAMN02953638
Babesia bovis	5865	PRJNA18731	18731	Protists	Apicomplexans	8.17971	41.6127	GCA_000165395.1	2	2	-	AAXT01	14	3781	3706	2007/08/06	2010/03/10	Chromosome	The J. Craig Venter Institute	SAMN02953679
Theileria annulata	5874	PRJNA153	153	Protists	Apicomplexans	8.35843	32.6263	GCA_000003225.1	5	-	-	-	8	5010	4950	2005/05/15	2011/05/17	Chromosome	The Sanger Institute	SAMEA3138180
Theileria parva	5875	PRJNA16138	16138	Protists	Apicomplexans	8.34761	34.0411	GCA_000165365.1	2	1	-	AAGK01	9	4141	4061	2005/06/30	2010/03/10	Chromosome	TIGR	SAMN02953620
Encephalitozoon cuniculi GB-M1	284813	PRJNA13833	13833	Fungi	Other Fungi	2.49752	47.3005	GCA_000091225.1	11	-	-	-	11	2029	1996	2001/02/05	2015/02/27	Chromosome	Genoscope	SAMEA3138295
Encephalitozoon cuniculi EC3	989655	PRJNA63207	63207	Fungi	Other Fungi	2.2647	46.8	GCA_000221245.2	-	-	-	AEWR01	60	-	-	2011/07/22	2014/08/11	Contig	Broad Institute	SAMN02981314
Encephalitozoon cuniculi EC2	989654	PRJNA63205	63205	Fungi	Other Fungi	2.28123	46.9	GCA_000221265.2	-	-	-	AEWQ01	54	-	-	2011/07/22	2014/08/11	Contig	Broad Institute	SAMN02981313
Encephalitozoon cuniculi EC1	986730	PRJNA63135	63135	Fungi	Other Fungi	2.28811	46.9	GCA_000221285.2	-	-	-	AEWD01	71	-	-	2011/07/22	2014/08/11	Contig	Broad Institute	SAMN02981306
Anopheles gambiae str. PEST	180454	PRJNA1438	1438	Animals	Insects	265.027	44.5151	GCA_000005575.1	5	1	-	AAAB01	8145	13184	14099	2002/03/22	2011/09/28	Chromosome	The International Consortium for the Sequencing of Anopheles Genome	SAMN02952903
Anopheles gambiae M	377271	PRJNA20295	20295	Animals	Insects	224.417	44.7	GCA_000150765.1	-	-	-	ABKP02	10521	-	-	2008/02/22	2014/08/06	Scaffold	Washington University Genome Sequencing Center	SAMN02953721
Anopheles gambiae S	377270	PRJNA20301	20301	Animals	Insects	236.403	44.5	GCA_000150785.1	-	-	-	ABKQ02	13042	-	-	2008/02/22	2014/08/06	Scaffold	J. Craig Venter Institute	SAMN02953722
Apis mellifera	7460	PRJNA10625	10625	Animals	Insects	250.287	34.1338	GCA_000002195.1	16	1	-	AADG06	5645	13885	22456	2003/12/19	2014/08/04	Chromosome	Human Genome Sequencing Center	SAMN00002455
Homo sapiens	9606	PRJNA1431	1431	Animals	Mammals	2863.65	41.1991	GCA_000002115.2	24	-	-	AADD01	4940	-	-	2004/02/03	2014/08/11	Chromosome	Celera Genomics	SAMN02981219
Homo sapiens	9606	PRJNA19621	19621	Animals	Mammals	2844	40.3433	GCA_000002125.2	24	-	-	ABBA01	4530	-	-	2007/05/22	2014/04/25	Chromosome	J. Craig Venter Institute	SAMN02981236
Homo sapiens	9606	PRJNA19621	19621	Animals	Mammals	3251.72	40.8848	GCA_000212995.1	24	-	-	ABSL01	187643	-	-	2008/08/05	2014/08/11	Chromosome	J. Craig Venter Institute	SAMN02981236
Homo sapiens	9606	PRJNA176729	176729	Animals	Mammals	3037.87	41.5359	GCA_000306695.2	23	1	-	AMYH02	163	52642	44095	2012/10/17	2015/10/28	Chromosome	Washington University School of Medicine	SAMN02205338
Homo sapiens	9606	PRJNA1431	1431	Animals	Mammals	2992.79	41.7015	GCA_000365445.1	24	-	-	AADC01	54061	-	-	2004/02/04	2014/08/11	Chromosome	Celera Genomics	SAMN02981219
Homo sapiens	9606	PRJNA42199	42199	Animals	Mammals	2911.24	41.1	GCA_000004845.2	-	-	-	ADDF02	125643	-	-	2013/06/05	2014/08/04	Scaffold	Beijing Genomics Institute	SAMN00003318
Homo sapiens	9606	PRJNA42201	42201	Animals	Mammals	2676.01	40.4	GCA_000005465.1	-	-	-	DAAB01	314786	-	-	2009/12/14	2010/06/21	Scaffold	Beijing Genomics Institute	-
Homo sapiens	9606	PRJNA59877	59877	Animals	Mammals	2786.26	41.1	GCA_000185165.1	-	-	-	AEKP01	11393	-	-	2011/01/03	2014/08/11	Scaffold	Broad Institute	SAMN02981291
Homo sapiens	9606	PRJNA213624	213624	Animals	Mammals	17.1294	42.5	GCA_000442295.1	-	-	-	AUXG01	170	-	-	2013/07/31	2013/07/31	Scaffold	Roche	SAMN02258483
Homo sapiens	9606	PRJNA28335	28335	Animals	Mammals	41.6688	40.9	GCA_000181135.1	-	-	-	ABKV01	169336	-	-	2008/04/17	2014/08/04	Contig	Baylor College of Medicine	SAMN00001698
Mus musculus	10090	PRJNA59879	59879	Animals	Mammals	2505.02	42.3	GCA_000185105.2	-	-	-	AEKQ02	2314	-	-	-	-	Scaffold	Broad Institute	SAMN02981292
Mus musculus	10090	PRJNA59879	59879	Animals	Mammals	2561.49	42.4	GCA_000185125.1	-	-	-	AEKR01	41268	-	-	2011/01/04	2014/08/11	Scaffold	Broad Institute	SAMN02981292
Mus musculus	10090	PRJNA60381	60381	Animals	Mammals	2578.29	42.5	GCA_000350445.1	-	-	-	AHBB01	9129	-	-	-	-	Scaffold	Broad Institute	SAMN00190744
Mus musculus	10090	PRJDB1093	197498	Animals	Mammals	1195.48	41.5	GCA_000389885.1	-	-	-	BAAG01	1237600	-	-	-	-	Scaffold	Research Organization of Information and Systems	SAMD00039117
Aspergillus terreus NIH2624	341663	PRJNA15631	15631	Fungi	Ascomycetes	29.364	52.8	GCA_000149615.1	-	-	-	AAJN01	27	10551	10401	2005/09/09	2014/08/06	Scaffold	Broad Institute	SAMN02953635
Aspergillus terreus ATCC 20542	285217	PRJNA187	187	Fungi	Ascomycetes	0.13852	53.8	GCA_000166915.1	-	-	-	AABT01	175	-	-	2002/12/19	2014/08/06	Contig	Microbia	SAMN02953582
Thalassiosira pseudonana CCMP1335	296543	PRJNA191	191	Other	Other	32.4374	46.905	GCA_000149405.2	20	-	-	AAFD02	64	11771	11673	2004/10/07	2014/05/14	Chromosome	Diatom Consortium	SAMN02744045
Dictyostelium discoideum AX4	352472	PRJNA201	201	Protists	Other Protists	34.205	22.4631	GCA_000004695.1	6	1	1	AAFI02	41	13961	13315	2005/03/03	2014/08/06	Chromosome	The Dictyostelium discoideum Sequencing Consortium	SAMN02953606
Guillardia theta CCMP2712	905079	PRJNA53577	53577	Other	Other	87.1453	52.9	GCA_000315625.1	-	-	-	AEIE01	669	24923	24822	2012/11/02	2014/08/01	Scaffold	JGI	SAMN00116900
Fusarium graminearum PH-1	229533	PRJNA13839	13839	Fungi	Ascomycetes	36.3541	48.3563	GCA_000240135.1	-	1	-	AACM01	11	11624	11628	2003/05/09	2014/08/06	Scaffold	International Gibberella zeae Genomics Consortium	-
Saccharomyces bayanus 623-6C	226231	PRJNA1443	1443	Fungi	Ascomycetes	11.8653	40.2	GCA_000167035.1	-	-	-	AACG02	586	-	-	2003/05/22	2014/08/06	Scaffold	Washington University School of Medicine	SAMN02953590
Saccharomyces mikatae IFO 1815	226126	PRJNA374	374	Fungi	Ascomycetes	11.4703	38	GCA_000166975.1	-	-	-	AABZ01	1648	-	-	2003/03/28	2014/08/06	Contig	Broad Institute	SAMN02953585
Saccharomyces mikatae IFO 1815	226126	PRJNA9601	9601	Fungi	Ascomycetes	10.7717	38.1	GCA_000167055.1	-	-	-	AACH01	2808	-	-	2003/05/22	2014/08/06	Scaffold	Washington University School of Medicine	SAMN02953591
Cryptococcus neoformans var. neoformans JEC21	214684	PRJNA13856	13856	Fungi	Basidiomycetes	19.0519	48.5368	GCA_000091045.1	14	-	-	-	14	6617	6475	2005/01/07	2015/11/20	Chromosome	TIGR	SAMN03081418
Cryptococcus neoformans var. neoformans B-3501A	283643	PRJNA12386	12386	Fungi	Basidiomycetes	19.6998	48.5884	GCA_000149385.1	14	-	-	AAEY01	14	13218	13156	2004/07/13	2014/08/06	Chromosome	Stanford University	SAMN02953604
Magnaporthe oryzae 70-15	242507	PRJNA13840	13840	Fungi	Ascomycetes	40.9791	51.5882	GCA_000002495.2	7	-	-	AACU03	53	13184	12989	2003/10/31	2016/03/31	Chromosome	International Rice Blast Genome Consortium	SAMN02953596
Magnaporthe oryzae Y34	1143189	PRJNA82691	82691	Fungi	Ascomycetes	38.8724	51.3	GCA_000292585.1	-	-	-	AHZS01	1198	12862	12860	-	-	Scaffold	China Agricultural University	SAMN02981398
Magnaporthe oryzae P131	1143193	PRJNA82693	82693	Fungi	Ascomycetes	37.955	51.4	GCA_000292605.1	-	-	-	AHZT01	1822	12713	12713	-	-	Scaffold	China Agricultural University	SAMN02981399
Magnaporthe oryzae HN19311	1405377	PRJNA209870	209870	Fungi	Ascomycetes	36.6575	51.8	GCA_000475075.1	-	-	-	ATNT01	2998	-	-	2013/10/21	2014/01/06	Scaffold	The Ohio State University, Department of Plant Pathology	SAMN02216973
Takifugu rubripes	31033	PRJNA1434	1434	Animals	Fishes	391.485	45.8414	GCA_000180615.2	22	1	-	CAAB02	7091	23164	31052	2002/08/22	2011/07/12	Chromosome	The Fugu Genome Sequencing Consortium	SAMEA3138310
Ciona savignyi	51511	PRJNA1435	1435	Animals	Other Animals	587.353	37.5	GCA_000149265.1	-	-	-	AACT01	34009	-	-	2003/10/24	2014/08/05	Scaffold	Broad Institute	SAMN02952906
Plasmodium yoelii yoelii	73239	PRJNA1436	1436	Protists	Apicomplexans	23.1254	24.7	GCA_000003085.2	-	-	-	AABL01	5687	7396	7353	2002/10/03	2014/08/05	Contig	TIGR	SAMN02952904
Saccharomyces paradoxus NRRL Y-17217	226125	PRJNA1440	1440	Fungi	Ascomycetes	11.8726	38.7	GCA_000166955.1	-	-	-	AABY01	832	-	-	2003/03/28	2014/08/06	Contig	Broad Institute	SAMN02953584
Saccharomyces kudriavzevii FM1066	1163645	PRJNA42347	42347	Fungi	Ascomycetes	8.72945	44.4	GCA_000256765.1	-	-	-	AJHS01	1633	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829192
Saccharomyces kudriavzevii IFO 1802	226230	PRJNA1442	1442	Fungi	Ascomycetes	11.1891	39.8	GCA_000167075.2	-	-	-	AACI03	2054	3764	3764	2003/05/22	2014/08/06	Scaffold	Washington University School of Medicine	SAMN02953592
Saccharomyces kudriavzevii FM1056	1163633	PRJNA42347	42347	Fungi	Ascomycetes	10.0757	42.3	GCA_000256055.1	-	-	-	AJHP01	1780	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829180
Saccharomyces kudriavzevii FM1057	1163634	PRJNA42347	42347	Fungi	Ascomycetes	9.31839	42.9	GCA_000256745.1	-	-	-	AJHQ01	1717	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829181
Saccharomyces kudriavzevii FM1062	1163641	PRJNA42347	42347	Fungi	Ascomycetes	9.09322	43.5	GCA_000256785.1	-	-	-	AJHR01	1673	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829188
Saccharomyces kudriavzevii FM1073	1163639	PRJNA42347	42347	Fungi	Ascomycetes	9.38638	42.2	GCA_000256805.1	-	-	-	AJHW01	1706	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829186
Saccharomyces kudriavzevii FM1071	1165457	PRJNA42347	42347	Fungi	Ascomycetes	10.0825	40.5	GCA_000256825.1	-	-	-	AJHU01	1785	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829604
Saccharomyces kudriavzevii FM1072	1163638	PRJNA42347	42347	Fungi	Ascomycetes	10.0348	41.3	GCA_000256845.1	-	-	-	AJHV01	1781	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829185
Saccharomyces kudriavzevii FM1069	1163632	PRJNA42347	42347	Fungi	Ascomycetes	10.4009	39.8	GCA_000256865.1	-	-	-	AJHT01	1806	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829179
Saccharomyces kudriavzevii FM1076	1163643	PRJNA42347	42347	Fungi	Ascomycetes	10.0321	41.8	GCA_000256885.1	-	-	-	AJHZ01	1778	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829190
Saccharomyces kudriavzevii FM1075	1163642	PRJNA42347	42347	Fungi	Ascomycetes	9.54964	42.7	GCA_000256905.1	-	-	-	AJHY01	1735	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829189
Saccharomyces kudriavzevii FM1074	1163640	PRJNA42347	42347	Fungi	Ascomycetes	9.64686	41.4	GCA_000256925.1	-	-	-	AJHX01	1739	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829187
Saccharomyces kudriavzevii FM1094	1165458	PRJNA42347	42347	Fungi	Ascomycetes	8.57223	43.9	GCA_000256965.1	-	-	-	AJID01	1605	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829605
Saccharomyces kudriavzevii FM1077	1163644	PRJNA42347	42347	Fungi	Ascomycetes	10.2875	40.5	GCA_000256985.1	-	-	-	AJIA01	1803	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829191
Saccharomyces kudriavzevii FM1078	1163636	PRJNA42347	42347	Fungi	Ascomycetes	10.2117	40.3	GCA_000257005.1	-	-	-	AJIB01	1794	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829183
Saccharomyces kudriavzevii FM1079	1163637	PRJNA42347	42347	Fungi	Ascomycetes	9.92267	40.9	GCA_000257025.1	-	-	-	AJIC01	1757	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829184
Saccharomyces kudriavzevii ZP591	1165456	PRJNA42347	42347	Fungi	Ascomycetes	10.6821	39.9	GCA_000257045.1	-	-	-	AJIH01	1814	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829603
Saccharomyces kudriavzevii IFO1803	1163648	PRJNA42347	42347	Fungi	Ascomycetes	10.3644	40.5	GCA_000257065.1	-	-	-	AJIG01	1798	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829195
Saccharomyces kudriavzevii IFO10991	1163647	PRJNA42347	42347	Fungi	Ascomycetes	10.4793	40.5	GCA_000257085.1	-	-	-	AJIF01	1818	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829194
Saccharomyces kudriavzevii IFO10990	1163646	PRJNA42347	42347	Fungi	Ascomycetes	10.5207	40.6	GCA_000257105.1	-	-	-	AJIE01	1817	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829193
Naumovozyma castellii CBS 4309	1064592	PRJEA70625	70625	Fungi	Ascomycetes	11.2195	36.7559	GCA_000237345.1	10	-	-	-	10	5870	5592	2011/08/01	2015/02/27	Chromosome	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	SAMEA2271985
Naumovozyma castellii NRRL Y-12630	226301	PRJNA1444	1444	Fungi	Ascomycetes	11.2423	36.9	GCA_000167015.1	-	-	-	AACF01	570	-	-	2003/05/22	2014/08/06	Scaffold	Washington University School of Medicine	SAMN02953589
Lachancea kluyveri NRRL Y-12651	226302	PRJNA1445	1445	Fungi	Ascomycetes	11.5091	41.6535	GCA_000149225.1	8	-	-	AACE03	32	-	-	2003/05/22	2014/08/06	Chromosome	Washington University School of Medicine	SAMN02953588
Coprinopsis cinerea okayama7#130	240176	PRJNA1447	1447	Fungi	Basidiomycetes	36.1926	51.6	GCA_000182895.1	-	-	-	AACS02	68	13651	13356	2003/07/30	2014/08/06	Contig	Broad Institute	SAMN02953595
Rattus norvegicus	10116	PRJNA13999	13999	Animals	Mammals	2616.42	42.3564	GCF_000002265.2	21	-	-	AAHX01	7271	36373	28074	2005/07/08	2014/08/21	Chromosome	Celera Genomics	SAMN03000701
Rattus norvegicus	10116	PRJNA18695	18695	Animals	Mammals	22.3969	42.6	GCA_000180775.1	-	-	-	AAXO01	27472	-	-	2007/04/10	2014/08/11	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981234
Rattus norvegicus	10116	PRJNA18687	18687	Animals	Mammals	27.2481	44.1	GCA_000180795.1	-	-	-	AAXL01	31928	-	-	2007/04/10	2014/08/11	Scaffold	STAR - a SNP and haplotype map for the rat	SAMN02981231
Rattus norvegicus	10116	PRJNA18691	18691	Animals	Mammals	48.7205	42.2	GCA_000181015.1	-	-	-	AAXN01	72867	-	-	2007/04/10	2014/08/11	Scaffold	STAR - a SNP and haplotype map for the rat	SAMN02981233
Rattus norvegicus	10116	PRJNA18693	18693	Animals	Mammals	50.2245	41.4	GCA_000181035.1	-	-	-	AAXP01	73497	-	-	2007/04/10	2014/08/11	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981235
Eremothecium gossypii ATCC 10895	284811	PRJNA13834	13834	Fungi	Ascomycetes	9.11931	51.6989	GCA_000091025.4	7	1	-	-	8	5356	4776	2004/03/04	2014/10/01	Complete Genome	Biozentrum, University of Basel, Switzerland	SAMN03081415
Branchiostoma floridae	7739	PRJNA20249	20249	Animals	Other Animals	521.895	41.8	GCA_000003815.1	-	-	-	ABEP02	398	28627	28623	-	-	Scaffold	DOE Joint Genome Institute	SAMN02953694
Bombyx mori	7091	PRJDA20217	20217	Animals	Insects	481.819	38.7993	GCA_000151625.1	-	1	-	BABH01	43463	15279	19618	2008/04/23	2015/09/18	Scaffold	The international silkworm genome sequencing consortium	SAMD00036537
Bombyx mori	7091	PRJNA13125	13125	Animals	Insects	397.687	37.8	GCA_000151715.1	-	-	-	AADK01	23156	-	-	2004/10/12	2014/08/05	Scaffold	Southwest Agricultural University, China	SAMN02952907
Bombyx mori	7091	PRJNA12259	12259	Animals	Insects	381.906	37.4	GCA_000181175.1	-	-	-	BAAB01	213289	-	-	2004/04/27	2015/12/22	Contig	International Lepidopteran Genome Project	SAMD00036521
Bombyx mori	7091	PRJDA49727	49727	Animals	Insects	1.38918	44.9	GCA_000325555.1	-	-	-	BABU01	479	-	-	2012/04/11	2015/09/16	Contig	The University of Tokyo	SAMD00036543
Felis catus	9685	PRJNA32759	32759	Animals	Mammals	3160.29	45.31	GCA_000003115.1	19	-	-	ACBE01	104434	-	-	2009/01/14	2014/08/21	Chromosome	NHGRI/Genome Technology Branch	SAMN03000705
Cyanidioschyzon merolae strain 10D	280699	PRJNA10792	10792	Other	Other	16.5467	55.0171	GCA_000091205.1	20	-	-	-	20	6170	4803	2004/04/09	2016/04/21	Complete Genome	National Institute of Genetics, Japan	-
Xenopus tropicalis	8364	PRJNA12348	12348	Animals	Amphibians	1437.53	40.5	GCA_000004195.2	-	1	-	AAMC02	7728	27449	40354	2009/11/13	2016/07/13	Scaffold	DOE Joint Genome Institute	SAMN00000117
Ovis aries	9940	PRJNA33937	33937	Animals	Mammals	2860.5	46.3194	GCA_000005525.1	27	-	-	ACIV01	1331	-	-	2010/02/09	2014/08/26	Chromosome	International Sheep Genomics Consortium	SAMN03004385
Sus scrofa	9823	PRJNA13421	13421	Animals	Mammals	2808.53	42.452	GCA_000003025.4	20	1	-	AEMK01	9906	38792	47400	2008/07/11	2014/08/06	Chromosome	The Swine Genome Sequencing Consortium (SGSC)	SAMN02953785
Sus scrofa	9823	PRJNA176189	176189	Animals	Mammals	2358.02	41.7	GCA_000331475.1	-	-	-	AOCR01	231585	-	-	2013/01/10	2013/11/06	Contig	GlaxoSmithKline	SAMN01731602
Canis lupus familiaris	9615	PRJNA13179	13179	Animals	Mammals	2410.98	41.3022	GCA_000002285.2	39	1	-	AAEX03	3310	30186	47089	2004/07/10	2014/08/06	Chromosome	Dog Genome Sequencing Consortium	SAMN02953603
Canis lupus familiaris	9615	PRJNA10628	10628	Animals	Mammals	1517.48	41.1	GCA_000181415.1	-	-	-	AACN01	1089636	-	-	2003/09/27	2014/08/26	Contig	TIGR	SAMN03004377
Canis lupus familiaris	9615	PRJNA176193	176193	Animals	Mammals	2254.63	40.7	GCA_000331495.1	-	-	-	AOCS01	221474	-	-	2013/01/10	2013/11/06	Contig	GlaxoSmithKline	SAMN01737209
Lachancea waltii NCYC 2644	262981	PRJNA10734	10734	Fungi	Ascomycetes	10.9121	44.3	GCA_000167115.1	-	-	-	AADM01	713	-	-	2004/03/15	2014/08/06	Contig	Broad Institute	SAMN02953599
Coccidioides posadasii C735 delta SOWgp	222929	PRJNA9616	9616	Fungi	Ascomycetes	27.0134	46.6	GCA_000151335.1	-	-	-	ACFW01	55	7255	7229	2009/06/17	2014/08/06	Scaffold	TIGR-J. Craig Venter Institute	SAMN02953748
Coccidioides posadasii RMSCC 3488	454284	PRJNA17783	17783	Fungi	Ascomycetes	28.2111	46.3	GCA_000150055.1	-	-	-	ABBB01	9	10016	9964	2007/07/12	2015/06/29	Scaffold	Broad Institute	SAMN02953688
Coccidioides posadasii RMSCC 2133	469470	PRJNA17763	17763	Fungi	Ascomycetes	27.9191	47	GCA_000150185.1	-	-	-	ABFM01	55	-	-	2007/11/08	2015/07/13	Scaffold	Broad Institute	SAMN02953696
Coccidioides posadasii RMSCC 3700	469471	PRJNA17781	17781	Fungi	Ascomycetes	25.4862	48	GCA_000150215.1	-	-	-	ABFN01	243	-	-	2007/11/16	2015/07/13	Scaffold	Broad Institute	SAMN02953697
Coccidioides posadasii CPA 0001	469472	PRJNA17793	17793	Fungi	Ascomycetes	28.6933	46.1	GCA_000150245.1	-	-	-	ABFO01	256	-	-	2007/11/08	2015/07/13	Scaffold	Broad Institute	SAMN02953698
Coccidioides posadasii RMSCC 1037	490065	PRJNA17791	17791	Fungi	Ascomycetes	26.6594	46.8	GCA_000150555.1	-	-	-	ABIS01	635	-	-	2008/01/28	2015/07/13	Scaffold	Broad Institute	SAMN02953712
Coccidioides posadasii RMSCC 1038	490066	PRJNA17785	17785	Fungi	Ascomycetes	26.1759	47.1	GCA_000150585.1	-	-	-	ABIT01	554	-	-	2008/01/28	2015/07/13	Scaffold	Broad Institute	SAMN02953713
Coccidioides posadasii CPA 0020	490068	PRJNA17795	17795	Fungi	Ascomycetes	27.3473	46.8	GCA_000150615.1	-	-	-	ABIV01	624	-	-	2008/01/28	2015/07/13	Scaffold	Broad Institute	SAMN02953714
Coccidioides posadasii CPA 0066	490069	PRJNA17797	17797	Fungi	Ascomycetes	27.7909	46.3	GCA_000150645.1	-	-	-	ABIW01	475	-	-	2008/02/06	2015/07/13	Scaffold	Broad Institute	SAMN02953715
Coccidioides posadasii str. Silveira	443226	PRJNA17787	17787	Fungi	Ascomycetes	27.5832	46.6	GCA_000170175.2	-	-	-	ABAI02	54	10379	10228	2007/05/31	2015/07/13	Scaffold	Coccidioides Genome Resources Consortium; The Broad Institute Genome Sequencing Platform	SAMN02953684
Sorghum bicolor	4558	PRJNA13876	13876	Plants	Land Plants	739.15	44.2547	GCA_000003195.1	10	2	-	ABXC01	3316	33080	33005	2009/05/22	2015/03/12	Chromosome	Sorghum Consortium	SAMN02953738
Sorghum bicolor	4558	PRJNA74553	74553	Plants	Land Plants	0.018494	45	GCA_000236725.2	-	-	-	AHAQ01	20	22	22	2011/12/02	2014/08/11	Contig	BGI	SAMN02981391
Sorghum bicolor	4558	PRJNA74553	74553	Plants	Land Plants	0.021299	52	GCA_000236745.2	-	-	-	AHAP01	35	35	35	2011/12/02	2014/08/11	Contig	BGI	SAMN02981390
Sorghum bicolor	4558	PRJNA74553	74553	Plants	Land Plants	0.015475	48.9	GCA_000236765.2	-	-	-	AHAO01	16	16	16	2011/12/02	2014/08/11	Contig	BGI	SAMN02981389
Ornithorhynchus anatinus	9258	PRJNA12885	12885	Animals	Mammals	1995.61	45.6584	GCF_000002275.2	19	1	-	AAPN01	200283	22225	24786	2006/04/10	2014/08/06	Chromosome	Washington University (WashU)	SAMN02953646
Falco peregrinus	8954	PRJNA159791	159791	Animals	Birds	1171.97	41.8	GCA_000337955.1	-	1	-	AKMT01	7021	15567	21607	2013/02/05	2014/08/11	Scaffold	BGI	SAMN02981425
Equus caballus	9796	PRJNA18661	18661	Animals	Mammals	2474.93	41.6532	GCA_000002305.1	32	1	-	AAWR02	9688	26948	36064	2007/01/24	2014/08/06	Chromosome	The Genome Assembly Team	SAMN02953672
Gasterosteus aculeatus	69293	PRJNA13579	13579	Animals	Fishes	446.611	44.6	GCA_000180675.1	-	-	-	AANH01	16957	-	-	2006/02/01	2014/08/11	Contig	Broad Institute	SAMN02981227
Chlamydomonas reinhardtii	3055	PRJNA12260	12260	Plants	Green Algae	120.405	61.9512	GCA_000002595.2	-	2	-	ABCN01	1558	14488	14489	2007/08/03	2014/08/06	Scaffold	DOE Joint Genome Institute	SAMN02953692
